Timestamp,Symbol,Rule,Message,Price,Change%,VolRatio
2026-03-28 03:35:48,MATIC/USDT,session_activity,Top asia session mover: MATIC/USDT vol_ratio=0.0x price_Δ=-0.29%,0.3794,,
2026-03-28 03:35:48,ATOM/USDT,session_activity,Top asia session mover: ATOM/USDT vol_ratio=0.0x price_Δ=-2.05%,1.6710,,
2026-03-28 03:35:48,DOGE/USDT,session_activity,Top asia session mover: DOGE/USDT vol_ratio=0.0x price_Δ=-2.30%,0.0901,,
2026-03-28 03:35:48,LTC/USDT,session_activity,Top asia session mover: LTC/USDT vol_ratio=0.0x price_Δ=-2.62%,53.5600,,
2026-03-28 03:35:48,DOT/USDT,session_activity,Top asia session mover: DOT/USDT vol_ratio=0.0x price_Δ=-2.73%,1.2820,,
2026-03-28 03:35:48,BNB/USDT,session_activity,Top asia session mover: BNB/USDT vol_ratio=0.0x price_Δ=-2.84%,611.2600,,
2026-03-28 03:35:48,XRP/USDT,session_activity,Top asia session mover: XRP/USDT vol_ratio=0.0x price_Δ=-2.93%,1.3268,,
2026-03-28 03:35:48,ETH/USDT,session_activity,Top asia session mover: ETH/USDT vol_ratio=0.0x price_Δ=-3.60%,1989.7300,,
2026-03-28 03:35:48,AVAX/USDT,session_activity,Top asia session mover: AVAX/USDT vol_ratio=0.0x price_Δ=-3.74%,8.7500,,
2026-03-28 03:35:48,ADA/USDT,session_activity,Top asia session mover: ADA/USDT vol_ratio=0.0x price_Δ=-3.84%,0.2452,,
2026-03-28 03:35:48,BTC/USDT,session_activity,Top asia session mover: BTC/USDT vol_ratio=0.0x price_Δ=-3.92%,66172.6400,,
2026-03-28 03:35:48,LINK/USDT,session_activity,Top asia session mover: LINK/USDT vol_ratio=0.0x price_Δ=-4.48%,8.5300,,
2026-03-28 03:35:48,SOL/USDT,session_activity,Top asia session mover: SOL/USDT vol_ratio=0.0x price_Δ=-4.53%,82.6700,,
2026-03-28 03:35:48,UNI/USDT,session_activity,Top asia session mover: UNI/USDT vol_ratio=0.0x price_Δ=-4.75%,3.3710,,
2026-03-28 03:35:48,FIL/USDT,session_activity,Top asia session mover: FIL/USDT vol_ratio=0.0x price_Δ=-5.06%,0.8260,,
2026-03-28 03:35:48,FIL/USDT,composite_rank,Composite top-50: FIL/USDT score=100.0 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-5.06%,0.8260,,
2026-03-28 03:35:48,UNI/USDT,composite_rank,Composite top-50: UNI/USDT score=92.9 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-4.75%,3.3710,,
2026-03-28 03:35:48,SOL/USDT,composite_rank,Composite top-50: SOL/USDT score=85.7 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-4.53%,82.6700,,
2026-03-28 03:35:48,LINK/USDT,composite_rank,Composite top-50: LINK/USDT score=78.6 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-4.48%,8.5300,,
2026-03-28 03:35:48,BTC/USDT,composite_rank,Composite top-50: BTC/USDT score=71.4 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-3.92%,66172.6400,,
2026-03-28 03:35:48,ADA/USDT,composite_rank,Composite top-50: ADA/USDT score=64.3 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-3.84%,0.2452,,
2026-03-28 03:35:48,AVAX/USDT,composite_rank,Composite top-50: AVAX/USDT score=57.1 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-3.74%,8.7500,,
2026-03-28 03:35:48,ETH/USDT,composite_rank,Composite top-50: ETH/USDT score=50.0 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-3.60%,1989.7300,,
2026-03-28 03:35:48,XRP/USDT,composite_rank,Composite top-50: XRP/USDT score=42.9 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-2.93%,1.3268,,
2026-03-28 03:35:48,BNB/USDT,composite_rank,Composite top-50: BNB/USDT score=35.7 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-2.84%,611.2600,,
2026-03-28 03:35:48,DOT/USDT,composite_rank,Composite top-50: DOT/USDT score=28.6 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-2.73%,1.2820,,
2026-03-28 03:35:48,LTC/USDT,composite_rank,Composite top-50: LTC/USDT score=21.4 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-2.62%,53.5600,,
2026-03-28 03:35:48,DOGE/USDT,composite_rank,Composite top-50: DOGE/USDT score=14.3 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-2.30%,0.0901,,
2026-03-28 03:35:48,ATOM/USDT,composite_rank,Composite top-50: ATOM/USDT score=7.1 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-2.05%,1.6710,,
2026-03-28 03:35:48,MATIC/USDT,composite_rank,Composite top-50: MATIC/USDT score=0.0 vol_ratio=0.0x vol_pctile=0.0 price_Δ=-0.29%,0.3794,,
